FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
4847700000,Texas,Washington County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,No,Yes
4847700000,Texas,Washington County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,No,No,Yes,No
4847700000,Texas,Washington County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4847700000,Texas,Washington County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4847900000,Texas,Webb County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4847900000,Texas,Webb County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4847900000,Texas,Webb County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4847900000,Texas,Webb County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4848100000,Texas,Wharton County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4848100000,Texas,Wharton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,Yes
4848100000,Texas,Wharton County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4848100000,Texas,Wharton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4848300000,Texas,Wheeler County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4848300000,Texas,Wheeler County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4848300000,Texas,Wheeler County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4848500000,Texas,Wichita County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4848500000,Texas,Wichita County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4848500000,Texas,Wichita County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4848500000,Texas,Wichita County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4848700000,Texas,Wilbarger County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4848700000,Texas,Wilbarger County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes
4848700000,Texas,Wilbarger County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4848900000,Texas,Willacy County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,Yes,No,Yes,Yes
4848900000,Texas,Willacy County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4848900000,Texas,Willacy County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4849100000,Texas,Williamson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4849100000,Texas,Williamson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4849100000,Texas,Williamson County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4849100000,Texas,Williamson County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No
4849300000,Texas,Wilson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4849300000,Texas,Wilson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4849300000,Texas,Wilson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4849300000,Texas,Wilson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4849500000,Texas,Winkler County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes
4849500000,Texas,Winkler County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4849500000,Texas,Winkler County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4849700000,Texas,Wise County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4849700000,Texas,Wise County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4849700000,Texas,Wise County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4849900000,Texas,Wood County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4849900000,Texas,Wood County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes
4849900000,Texas,Wood County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4850100000,Texas,Yoakum County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4850100000,Texas,Yoakum County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4850100000,Texas,Yoakum County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4850300000,Texas,Young County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4850300000,Texas,Young County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4850300000,Texas,Young County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4850300000,Texas,Young County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4850500000,Texas,Zapata County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4850500000,Texas,Zapata County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4850500000,Texas,Zapata County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4850700000,Texas,Zavala County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4850700000,Texas,Zavala County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4850700000,Texas,Zavala County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
