FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
4832700000,Texas,Menard County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes
4832700000,Texas,Menard County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4832900000,Texas,Midland County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4832900000,Texas,Midland County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4832900000,Texas,Midland County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4832900000,Texas,Midland County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4833100000,Texas,Milam County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4833100000,Texas,Milam County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4833100000,Texas,Milam County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4833300000,Texas,Mills County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4833300000,Texas,Mills County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4833300000,Texas,Mills County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4833500000,Texas,Mitchell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4833500000,Texas,Mitchell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4833500000,Texas,Mitchell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4833700000,Texas,Montague County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4833700000,Texas,Montague County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4833700000,Texas,Montague County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4833900000,Texas,Montgomery County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4833900000,Texas,Montgomery County,Electronic Poll Book,Montgomery County,Montgomery County Elections eVote,N/A,Yes,No,Yes,No
4833900000,Texas,Montgomery County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4833900000,Texas,Montgomery County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4834100000,Texas,Moore County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No
4834100000,Texas,Moore County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4834100000,Texas,Moore County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4834100000,Texas,Moore County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4834300000,Texas,Morris County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No
4834300000,Texas,Morris County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4834300000,Texas,Morris County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4834500000,Texas,Motley County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4834500000,Texas,Motley County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4834500000,Texas,Motley County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4834700000,Texas,Nacogdoches County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4834700000,Texas,Nacogdoches County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,Yes,No,Yes,Yes
4834700000,Texas,Nacogdoches County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4834900000,Texas,Navarro County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4834900000,Texas,Navarro County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4834900000,Texas,Navarro County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4835100000,Texas,Newton County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes
4835100000,Texas,Newton County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4835100000,Texas,Newton County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4835300000,Texas,Nolan County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4835300000,Texas,Nolan County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4835300000,Texas,Nolan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4835500000,Texas,Nueces County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4835500000,Texas,Nueces County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4835500000,Texas,Nueces County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4835700000,Texas,Ochiltree County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4835700000,Texas,Ochiltree County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4835700000,Texas,Ochiltree County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4835900000,Texas,Oldham County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4835900000,Texas,Oldham County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4835900000,Texas,Oldham County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4836100000,Texas,Orange County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes
4836100000,Texas,Orange County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4836100000,Texas,Orange County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4836300000,Texas,Palo Pinto County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4836300000,Texas,Palo Pinto County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4836300000,Texas,Palo Pinto County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No
4836500000,Texas,Panola County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4836500000,Texas,Panola County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4836500000,Texas,Panola County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4836700000,Texas,Parker County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4836700000,Texas,Parker County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4836700000,Texas,Parker County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4836900000,Texas,Parmer County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4836900000,Texas,Parmer County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4836900000,Texas,Parmer County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4837100000,Texas,Pecos County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4837100000,Texas,Pecos County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4837100000,Texas,Pecos County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4837300000,Texas,Polk County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4837300000,Texas,Polk County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4837300000,Texas,Polk County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4837300000,Texas,Polk County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4837500000,Texas,Potter County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4837500000,Texas,Potter County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4837500000,Texas,Potter County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4837700000,Texas,Presidio County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4837700000,Texas,Presidio County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4837700000,Texas,Presidio County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4837900000,Texas,Rains County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4837900000,Texas,Rains County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4837900000,Texas,Rains County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4838100000,Texas,Randall County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4838100000,Texas,Randall County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4838100000,Texas,Randall County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4838300000,Texas,Reagan County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4838300000,Texas,Reagan County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4838300000,Texas,Reagan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4838500000,Texas,Real County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4838500000,Texas,Real County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4838500000,Texas,Real County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4838700000,Texas,Red River County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4838700000,Texas,Red River County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4838700000,Texas,Red River County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4838900000,Texas,Reeves County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes
4838900000,Texas,Reeves County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4838900000,Texas,Reeves County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No
4839100000,Texas,Refugio County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4839100000,Texas,Refugio County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4839100000,Texas,Refugio County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4839300000,Texas,Roberts County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4839300000,Texas,Roberts County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4839300000,Texas,Roberts County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4839500000,Texas,Robertson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4839500000,Texas,Robertson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4839500000,Texas,Robertson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4839700000,Texas,Rockwall County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4839700000,Texas,Rockwall County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4839700000,Texas,Rockwall County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4839700000,Texas,Rockwall County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4839900000,Texas,Runnels County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4839900000,Texas,Runnels County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4839900000,Texas,Runnels County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4840100000,Texas,Rusk County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4840100000,Texas,Rusk County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4840100000,Texas,Rusk County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4840100000,Texas,Rusk County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4840300000,Texas,Sabine County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4840300000,Texas,Sabine County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4840300000,Texas,Sabine County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4840500000,Texas,San Augustine County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4840500000,Texas,San Augustine County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4840500000,Texas,San Augustine County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4840700000,Texas,San Jacinto County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4840700000,Texas,San Jacinto County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4840700000,Texas,San Jacinto County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4840900000,Texas,San Patricio County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4840900000,Texas,San Patricio County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4840900000,Texas,San Patricio County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4841100000,Texas,San Saba County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes
4841100000,Texas,San Saba County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4841100000,Texas,San Saba County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4841300000,Texas,Schleicher County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4841300000,Texas,Schleicher County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4841300000,Texas,Schleicher County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4841500000,Texas,Scurry County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4841500000,Texas,Scurry County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4841500000,Texas,Scurry County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4841700000,Texas,Shackelford County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4841700000,Texas,Shackelford County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4841700000,Texas,Shackelford County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4841900000,Texas,Shelby County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4841900000,Texas,Shelby County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4841900000,Texas,Shelby County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4842100000,Texas,Sherman County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4842100000,Texas,Sherman County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4842100000,Texas,Sherman County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4842300000,Texas,Smith County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4842300000,Texas,Smith County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4842300000,Texas,Smith County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4842300000,Texas,Smith County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4842500000,Texas,Somervell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4842500000,Texas,Somervell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4842500000,Texas,Somervell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4842700000,Texas,Starr County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4842700000,Texas,Starr County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4842700000,Texas,Starr County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4842900000,Texas,Stephens County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4842900000,Texas,Stephens County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4842900000,Texas,Stephens County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4843100000,Texas,Sterling County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4843100000,Texas,Sterling County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes
4843100000,Texas,Sterling County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4843300000,Texas,Stonewall County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4843300000,Texas,Stonewall County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4843300000,Texas,Stonewall County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4843500000,Texas,Sutton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4843500000,Texas,Sutton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4843500000,Texas,Sutton County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No
4843700000,Texas,Swisher County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4843700000,Texas,Swisher County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4843700000,Texas,Swisher County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4843900000,Texas,Tarrant County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4843900000,Texas,Tarrant County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4843900000,Texas,Tarrant County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4843900000,Texas,Tarrant County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No
4844100000,Texas,Taylor County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4844100000,Texas,Taylor County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4844100000,Texas,Taylor County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4844300000,Texas,Terrell County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4844300000,Texas,Terrell County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4844300000,Texas,Terrell County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4844500000,Texas,Terry County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4844500000,Texas,Terry County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4844500000,Texas,Terry County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4844700000,Texas,Throckmorton County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4844700000,Texas,Throckmorton County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4844700000,Texas,Throckmorton County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4844900000,Texas,Titus County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4844900000,Texas,Titus County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4844900000,Texas,Titus County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4845100000,Texas,Tom Green County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4845100000,Texas,Tom Green County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4845100000,Texas,Tom Green County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4845300000,Texas,Travis County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4845300000,Texas,Travis County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4845300000,Texas,Travis County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4845300000,Texas,Travis County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No
4845300000,Texas,Travis County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No
4845500000,Texas,Trinity County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes
4845500000,Texas,Trinity County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4845500000,Texas,Trinity County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4845700000,Texas,Tyler County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4845700000,Texas,Tyler County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4845700000,Texas,Tyler County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4845900000,Texas,Upshur County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4845900000,Texas,Upshur County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4845900000,Texas,Upshur County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4846100000,Texas,Upton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4846100000,Texas,Upton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4846100000,Texas,Upton County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4846300000,Texas,Uvalde County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4846300000,Texas,Uvalde County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4846300000,Texas,Uvalde County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4846500000,Texas,Val Verde County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4846500000,Texas,Val Verde County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4846500000,Texas,Val Verde County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4846500000,Texas,Val Verde County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4846500000,Texas,Val Verde County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No
4846700000,Texas,Van Zandt County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,No
4846700000,Texas,Van Zandt County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4846700000,Texas,Van Zandt County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4846700000,Texas,Van Zandt County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,No,No,No,Yes
4846900000,Texas,Victoria County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No
4846900000,Texas,Victoria County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,No,No,No,Yes
4846900000,Texas,Victoria County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4847100000,Texas,Walker County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4847100000,Texas,Walker County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4847100000,Texas,Walker County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4847100000,Texas,Walker County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4847300000,Texas,Waller County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4847300000,Texas,Waller County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4847300000,Texas,Waller County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4847500000,Texas,Ward County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,Yes,No,Yes,Yes
4847500000,Texas,Ward County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4847500000,Texas,Ward County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
